Origin_program,Qubits,Operator,Gate,Position,Killed
vqe_indep_qiskit_3,3,Add,cx,9,Survivor
vqe_indep_qiskit_3,3,Add,cz,10,Survivor
vqe_indep_qiskit_3,3,Add,cz,11,Survivor
vqe_indep_qiskit_3,3,Add,cz,12,Survivor
vqe_indep_qiskit_3,3,Add,cz,13,Survivor
vqe_indep_qiskit_3,3,Add,cz,14,Survivor
vqe_indep_qiskit_3,3,Add,cz,15,Survivor
vqe_indep_qiskit_3,3,Add,cz,16,Survivor
vqe_indep_qiskit_3,3,Add,cz,1,Survivor
vqe_indep_qiskit_3,3,Add,cz,2,Survivor
vqe_indep_qiskit_3,3,Add,cz,3,Survivor
vqe_indep_qiskit_3,3,Add,cz,4,Survivor
vqe_indep_qiskit_3,3,Add,cz,5,WOO
vqe_indep_qiskit_3,3,Add,cz,6,WOO
vqe_indep_qiskit_3,3,Add,cz,7,WOO
vqe_indep_qiskit_3,3,Add,cz,8,Survivor
vqe_indep_qiskit_3,3,Add,cz,9,Survivor
vqe_indep_qiskit_3,3,Add,h,10,WOO
vqe_indep_qiskit_3,3,Add,h,11,Survivor
vqe_indep_qiskit_3,3,Add,h,12,WOO
vqe_indep_qiskit_3,3,Add,h,13,WOO
vqe_indep_qiskit_3,3,Add,h,14,WOO
vqe_indep_qiskit_3,3,Add,h,15,Survivor
vqe_indep_qiskit_3,3,Add,h,16,WOO
vqe_indep_qiskit_3,3,Add,h,1,Survivor
vqe_indep_qiskit_3,3,Add,h,2,Survivor
vqe_indep_qiskit_3,3,Add,h,3,Survivor
vqe_indep_qiskit_3,3,Add,h,4,WOO
vqe_indep_qiskit_3,3,Add,h,5,Survivor
vqe_indep_qiskit_3,3,Add,h,6,WOO
vqe_indep_qiskit_3,3,Add,h,7,WOO
vqe_indep_qiskit_3,3,Add,h,8,Survivor
vqe_indep_qiskit_3,3,Add,h,9,WOO
vqe_indep_qiskit_3,3,Add,id,10,Survivor
vqe_indep_qiskit_3,3,Add,id,11,Survivor
vqe_indep_qiskit_3,3,Add,id,12,Survivor
vqe_indep_qiskit_3,3,Add,id,13,Survivor
vqe_indep_qiskit_3,3,Add,id,14,Survivor
vqe_indep_qiskit_3,3,Add,id,15,Survivor
vqe_indep_qiskit_3,3,Add,id,16,Survivor
vqe_indep_qiskit_3,3,Add,id,1,Survivor
vqe_indep_qiskit_3,3,Add,id,2,Survivor
vqe_indep_qiskit_3,3,Add,id,3,Survivor
vqe_indep_qiskit_3,3,Add,id,4,Survivor
vqe_indep_qiskit_3,3,Add,id,5,Survivor
vqe_indep_qiskit_3,3,Add,id,6,Survivor
vqe_indep_qiskit_3,3,Add,id,7,Survivor
vqe_indep_qiskit_3,3,Add,id,8,Survivor
vqe_indep_qiskit_3,3,Add,id,9,Survivor
vqe_indep_qiskit_3,3,Add,p,10,Survivor
vqe_indep_qiskit_3,3,Add,p,11,Survivor
vqe_indep_qiskit_3,3,Add,p,12,Survivor
vqe_indep_qiskit_3,3,Add,p,13,Survivor
vqe_indep_qiskit_3,3,Add,p,14,Survivor
vqe_indep_qiskit_3,3,Add,p,15,Survivor
vqe_indep_qiskit_3,3,Add,p,16,Survivor
vqe_indep_qiskit_3,3,Add,p,1,Survivor
vqe_indep_qiskit_3,3,Add,p,2,Survivor
vqe_indep_qiskit_3,3,Add,p,3,Survivor
vqe_indep_qiskit_3,3,Add,p,4,WOO
vqe_indep_qiskit_3,3,Add,p,5,Survivor
vqe_indep_qiskit_3,3,Add,p,6,Survivor
vqe_indep_qiskit_3,3,Add,p,7,Survivor
vqe_indep_qiskit_3,3,Add,p,8,Survivor
vqe_indep_qiskit_3,3,Add,p,9,Survivor
vqe_indep_qiskit_3,3,Add,rx,10,WOO
vqe_indep_qiskit_3,3,Add,rx,11,Survivor
vqe_indep_qiskit_3,3,Add,rx,12,WOO
vqe_indep_qiskit_3,3,Add,rx,13,Survivor
vqe_indep_qiskit_3,3,Add,rx,14,Survivor
vqe_indep_qiskit_3,3,Add,rx,15,Survivor
vqe_indep_qiskit_3,3,Add,rx,16,WOO
vqe_indep_qiskit_3,3,Add,rx,1,Survivor
vqe_indep_qiskit_3,3,Add,rx,2,WOO
vqe_indep_qiskit_3,3,Add,rx,3,WOO
vqe_indep_qiskit_3,3,Add,rx,4,Survivor
vqe_indep_qiskit_3,3,Add,rx,5,Survivor
vqe_indep_qiskit_3,3,Add,rx,6,WOO
vqe_indep_qiskit_3,3,Add,rx,7,Survivor
vqe_indep_qiskit_3,3,Add,rx,8,Survivor
vqe_indep_qiskit_3,3,Add,rx,9,Survivor
vqe_indep_qiskit_3,3,Add,rxx,10,Survivor
vqe_indep_qiskit_3,3,Add,rxx,11,WOO
vqe_indep_qiskit_3,3,Add,rxx,12,WOO
vqe_indep_qiskit_3,3,Add,rxx,13,Survivor
vqe_indep_qiskit_3,3,Add,rxx,14,Survivor
vqe_indep_qiskit_3,3,Add,rxx,15,WOO
vqe_indep_qiskit_3,3,Add,rxx,16,WOO
vqe_indep_qiskit_3,3,Add,rxx,1,Survivor
vqe_indep_qiskit_3,3,Add,rxx,2,Survivor
vqe_indep_qiskit_3,3,Add,rxx,3,Survivor
vqe_indep_qiskit_3,3,Add,rxx,4,Survivor
vqe_indep_qiskit_3,3,Add,rxx,5,Survivor
vqe_indep_qiskit_3,3,Add,rxx,6,Survivor
vqe_indep_qiskit_3,3,Add,rxx,7,Survivor
vqe_indep_qiskit_3,3,Add,rxx,8,WOO
vqe_indep_qiskit_3,3,Add,rxx,9,WOO
vqe_indep_qiskit_3,3,Add,ry,10,Survivor
vqe_indep_qiskit_3,3,Add,ry,11,WOO
vqe_indep_qiskit_3,3,Add,ry,12,WOO
vqe_indep_qiskit_3,3,Add,ry,13,WOO
vqe_indep_qiskit_3,3,Add,ry,14,WOO
vqe_indep_qiskit_3,3,Add,ry,15,WOO
vqe_indep_qiskit_3,3,Add,ry,16,WOO
vqe_indep_qiskit_3,3,Add,ry,1,Survivor
vqe_indep_qiskit_3,3,Add,ry,2,WOO
vqe_indep_qiskit_3,3,Add,ry,3,WOO
vqe_indep_qiskit_3,3,Add,ry,4,WOO
vqe_indep_qiskit_3,3,Add,ry,5,WOO
vqe_indep_qiskit_3,3,Add,ry,6,WOO
vqe_indep_qiskit_3,3,Add,ry,7,WOO
vqe_indep_qiskit_3,3,Add,ry,8,WOO
vqe_indep_qiskit_3,3,Add,ry,9,WOO
vqe_indep_qiskit_3,3,Add,rz,10,Survivor
vqe_indep_qiskit_3,3,Add,rz,11,Survivor
vqe_indep_qiskit_3,3,Add,rz,12,Survivor
vqe_indep_qiskit_3,3,Add,rz,13,Survivor
vqe_indep_qiskit_3,3,Add,rz,14,Survivor
vqe_indep_qiskit_3,3,Add,rz,15,Survivor
vqe_indep_qiskit_3,3,Add,rz,16,Survivor
vqe_indep_qiskit_3,3,Add,rz,1,Survivor
vqe_indep_qiskit_3,3,Add,rz,2,Survivor
vqe_indep_qiskit_3,3,Add,rz,3,Survivor
vqe_indep_qiskit_3,3,Add,rz,4,Survivor
vqe_indep_qiskit_3,3,Add,rz,5,WOO
vqe_indep_qiskit_3,3,Add,rz,6,Survivor
vqe_indep_qiskit_3,3,Add,rz,7,WOO
vqe_indep_qiskit_3,3,Add,rz,8,WOO
vqe_indep_qiskit_3,3,Add,rz,9,Survivor
vqe_indep_qiskit_3,3,Add,rzz,10,Survivor
vqe_indep_qiskit_3,3,Add,rzz,11,Survivor
vqe_indep_qiskit_3,3,Add,rzz,12,Survivor
vqe_indep_qiskit_3,3,Add,rzz,13,Survivor
vqe_indep_qiskit_3,3,Add,rzz,14,Survivor
vqe_indep_qiskit_3,3,Add,rzz,15,Survivor
vqe_indep_qiskit_3,3,Add,rzz,16,Survivor
vqe_indep_qiskit_3,3,Add,rzz,1,Survivor
vqe_indep_qiskit_3,3,Add,rzz,2,Survivor
vqe_indep_qiskit_3,3,Add,rzz,3,Survivor
vqe_indep_qiskit_3,3,Add,rzz,4,Survivor
vqe_indep_qiskit_3,3,Add,rzz,5,Survivor
vqe_indep_qiskit_3,3,Add,rzz,6,Survivor
vqe_indep_qiskit_3,3,Add,rzz,7,Survivor
vqe_indep_qiskit_3,3,Add,rzz,8,WOO
vqe_indep_qiskit_3,3,Add,rzz,9,Survivor
vqe_indep_qiskit_3,3,Add,s,10,Survivor
vqe_indep_qiskit_3,3,Add,s,11,Survivor
vqe_indep_qiskit_3,3,Add,s,12,Survivor
vqe_indep_qiskit_3,3,Add,s,13,Survivor
vqe_indep_qiskit_3,3,Add,s,14,Survivor
vqe_indep_qiskit_3,3,Add,s,15,Survivor
vqe_indep_qiskit_3,3,Add,s,16,Survivor
vqe_indep_qiskit_3,3,Add,s,1,Survivor
vqe_indep_qiskit_3,3,Add,s,2,Survivor
vqe_indep_qiskit_3,3,Add,s,3,Survivor
vqe_indep_qiskit_3,3,Add,s,4,Survivor
vqe_indep_qiskit_3,3,Add,s,5,Survivor
vqe_indep_qiskit_3,3,Add,s,6,Survivor
vqe_indep_qiskit_3,3,Add,s,7,Survivor
vqe_indep_qiskit_3,3,Add,s,8,Survivor
vqe_indep_qiskit_3,3,Add,s,9,Survivor
vqe_indep_qiskit_3,3,Add,swap,10,Survivor
vqe_indep_qiskit_3,3,Add,swap,11,Survivor
vqe_indep_qiskit_3,3,Add,swap,12,WOO
vqe_indep_qiskit_3,3,Add,swap,13,WOO
vqe_indep_qiskit_3,3,Add,swap,14,Survivor
vqe_indep_qiskit_3,3,Add,swap,15,WOO
vqe_indep_qiskit_3,3,Add,swap,16,WOO
vqe_indep_qiskit_3,3,Add,swap,1,Survivor
vqe_indep_qiskit_3,3,Add,swap,2,Survivor
vqe_indep_qiskit_3,3,Add,swap,3,Survivor
vqe_indep_qiskit_3,3,Add,swap,4,Survivor
vqe_indep_qiskit_3,3,Add,swap,5,WOO
vqe_indep_qiskit_3,3,Add,swap,6,Survivor
vqe_indep_qiskit_3,3,Add,swap,7,WOO
vqe_indep_qiskit_3,3,Add,swap,8,WOO
vqe_indep_qiskit_3,3,Add,swap,9,WOO
vqe_indep_qiskit_3,3,Add,sx,10,WOO
vqe_indep_qiskit_3,3,Add,sx,11,Survivor
vqe_indep_qiskit_3,3,Add,sx,12,WOO
vqe_indep_qiskit_3,3,Add,sx,13,Survivor
vqe_indep_qiskit_3,3,Add,sx,14,Survivor
vqe_indep_qiskit_3,3,Add,sx,15,Survivor
vqe_indep_qiskit_3,3,Add,sx,16,WOO
vqe_indep_qiskit_3,3,Add,sx,1,Survivor
vqe_indep_qiskit_3,3,Add,sx,2,WOO
vqe_indep_qiskit_3,3,Add,sx,3,Survivor
vqe_indep_qiskit_3,3,Add,sx,4,Survivor
vqe_indep_qiskit_3,3,Add,sx,5,Survivor
vqe_indep_qiskit_3,3,Add,sx,6,Survivor
vqe_indep_qiskit_3,3,Add,sx,7,Survivor
vqe_indep_qiskit_3,3,Add,sx,8,Survivor
vqe_indep_qiskit_3,3,Add,sx,9,Survivor
vqe_indep_qiskit_3,3,Add,t,10,Survivor
vqe_indep_qiskit_3,3,Add,t,11,Survivor
vqe_indep_qiskit_3,3,Add,t,12,Survivor
vqe_indep_qiskit_3,3,Add,t,13,Survivor
vqe_indep_qiskit_3,3,Add,t,14,Survivor
vqe_indep_qiskit_3,3,Add,t,15,Survivor
vqe_indep_qiskit_3,3,Add,t,16,Survivor
vqe_indep_qiskit_3,3,Add,t,1,Survivor
vqe_indep_qiskit_3,3,Add,t,2,Survivor
vqe_indep_qiskit_3,3,Add,t,3,Survivor
vqe_indep_qiskit_3,3,Add,t,4,Survivor
vqe_indep_qiskit_3,3,Add,t,5,Survivor
vqe_indep_qiskit_3,3,Add,t,6,Survivor
vqe_indep_qiskit_3,3,Add,t,7,Survivor
vqe_indep_qiskit_3,3,Add,t,8,Survivor
vqe_indep_qiskit_3,3,Add,t,9,Survivor
vqe_indep_qiskit_3,3,Add,x,10,WOO
vqe_indep_qiskit_3,3,Add,x,11,WOO
vqe_indep_qiskit_3,3,Add,x,12,WOO
vqe_indep_qiskit_3,3,Add,x,13,WOO
vqe_indep_qiskit_3,3,Add,x,14,WOO
vqe_indep_qiskit_3,3,Add,x,15,WOO
vqe_indep_qiskit_3,3,Add,x,16,WOO
vqe_indep_qiskit_3,3,Add,x,1,WOO
vqe_indep_qiskit_3,3,Add,x,2,WOO
vqe_indep_qiskit_3,3,Add,x,3,WOO
vqe_indep_qiskit_3,3,Add,x,4,Survivor
vqe_indep_qiskit_3,3,Add,x,5,Survivor
vqe_indep_qiskit_3,3,Add,x,6,WOO
vqe_indep_qiskit_3,3,Add,x,7,Survivor
vqe_indep_qiskit_3,3,Add,x,8,Survivor
vqe_indep_qiskit_3,3,Add,x,9,WOO
vqe_indep_qiskit_3,3,Add,y,10,WOO
vqe_indep_qiskit_3,3,Add,y,11,WOO
vqe_indep_qiskit_3,3,Add,y,12,WOO
vqe_indep_qiskit_3,3,Add,y,13,WOO
vqe_indep_qiskit_3,3,Add,y,14,WOO
vqe_indep_qiskit_3,3,Add,y,15,WOO
vqe_indep_qiskit_3,3,Add,y,16,WOO
vqe_indep_qiskit_3,3,Add,y,1,WOO
vqe_indep_qiskit_3,3,Add,y,2,WOO
vqe_indep_qiskit_3,3,Add,y,3,WOO
vqe_indep_qiskit_3,3,Add,y,4,WOO
vqe_indep_qiskit_3,3,Add,y,5,WOO
vqe_indep_qiskit_3,3,Add,y,6,WOO
vqe_indep_qiskit_3,3,Add,y,7,WOO
vqe_indep_qiskit_3,3,Add,y,8,WOO
vqe_indep_qiskit_3,3,Add,y,9,WOO
vqe_indep_qiskit_3,3,Add,z,10,Survivor
vqe_indep_qiskit_3,3,Add,z,11,Survivor
vqe_indep_qiskit_3,3,Add,z,12,Survivor
vqe_indep_qiskit_3,3,Add,z,13,Survivor
vqe_indep_qiskit_3,3,Add,z,14,Survivor
vqe_indep_qiskit_3,3,Add,z,15,Survivor
vqe_indep_qiskit_3,3,Add,z,16,Survivor
vqe_indep_qiskit_3,3,Add,z,1,Survivor
vqe_indep_qiskit_3,3,Add,z,2,Survivor
vqe_indep_qiskit_3,3,Add,z,3,Survivor
vqe_indep_qiskit_3,3,Add,z,4,WOO
vqe_indep_qiskit_3,3,Add,z,5,WOO
vqe_indep_qiskit_3,3,Add,z,6,Survivor
vqe_indep_qiskit_3,3,Add,z,7,WOO
vqe_indep_qiskit_3,3,Add,z,8,WOO
vqe_indep_qiskit_3,3,Add,z,9,Survivor
vqe_indep_qiskit_3,3,Remove,cx,10,Survivor
vqe_indep_qiskit_3,3,Remove,ry,11,Survivor
vqe_indep_qiskit_3,3,Remove,ry,12,Survivor
vqe_indep_qiskit_3,3,Remove,ry,13,Survivor
vqe_indep_qiskit_3,3,Remove,ry,1,WOO
vqe_indep_qiskit_3,3,Remove,ry,2,Survivor
vqe_indep_qiskit_3,3,Remove,ry,3,Survivor
vqe_indep_qiskit_3,3,Remove,cx,4,WOO
vqe_indep_qiskit_3,3,Remove,cx,5,Survivor
vqe_indep_qiskit_3,3,Remove,ry,6,WOO
vqe_indep_qiskit_3,3,Remove,ry,7,WOO
vqe_indep_qiskit_3,3,Remove,ry,8,WOO
vqe_indep_qiskit_3,3,Remove,cx,9,Survivor
vqe_indep_qiskit_3,3,Replace,ccx,10,WOO
vqe_indep_qiskit_3,3,Replace,ccx,4,WOO
vqe_indep_qiskit_3,3,Replace,ccx,5,Survivor
vqe_indep_qiskit_3,3,Replace,ccx,9,Survivor
vqe_indep_qiskit_3,3,Replace,cx,10,Survivor
vqe_indep_qiskit_3,3,Replace,cx,4,Survivor
vqe_indep_qiskit_3,3,Replace,cx,5,WOO
vqe_indep_qiskit_3,3,Replace,cx,9,Survivor
vqe_indep_qiskit_3,3,Replace,h,11,Survivor
vqe_indep_qiskit_3,3,Replace,h,12,Survivor
vqe_indep_qiskit_3,3,Replace,h,13,WOO
vqe_indep_qiskit_3,3,Replace,h,1,Survivor
vqe_indep_qiskit_3,3,Replace,h,2,WOO
vqe_indep_qiskit_3,3,Replace,h,3,WOO
vqe_indep_qiskit_3,3,Replace,h,6,Survivor
vqe_indep_qiskit_3,3,Replace,h,7,Survivor
vqe_indep_qiskit_3,3,Replace,h,8,Survivor
vqe_indep_qiskit_3,3,Replace,id,11,Survivor
vqe_indep_qiskit_3,3,Replace,id,12,Survivor
vqe_indep_qiskit_3,3,Replace,id,13,Survivor
vqe_indep_qiskit_3,3,Replace,id,1,WOO
vqe_indep_qiskit_3,3,Replace,id,2,Survivor
vqe_indep_qiskit_3,3,Replace,id,3,Survivor
vqe_indep_qiskit_3,3,Replace,id,6,WOO
vqe_indep_qiskit_3,3,Replace,id,7,WOO
vqe_indep_qiskit_3,3,Replace,id,8,WOO
vqe_indep_qiskit_3,3,Replace,p,11,Survivor
vqe_indep_qiskit_3,3,Replace,p,12,Survivor
vqe_indep_qiskit_3,3,Replace,p,13,Survivor
vqe_indep_qiskit_3,3,Replace,p,1,WOO
vqe_indep_qiskit_3,3,Replace,p,2,Survivor
vqe_indep_qiskit_3,3,Replace,p,3,Survivor
vqe_indep_qiskit_3,3,Replace,p,6,WOO
vqe_indep_qiskit_3,3,Replace,p,7,WOO
vqe_indep_qiskit_3,3,Replace,p,8,Survivor
vqe_indep_qiskit_3,3,Replace,rx,11,Survivor
vqe_indep_qiskit_3,3,Replace,rx,12,Survivor
vqe_indep_qiskit_3,3,Replace,rx,13,Survivor
vqe_indep_qiskit_3,3,Replace,rx,1,Survivor
vqe_indep_qiskit_3,3,Replace,rx,2,Survivor
vqe_indep_qiskit_3,3,Replace,rx,3,Survivor
vqe_indep_qiskit_3,3,Replace,rx,6,Survivor
vqe_indep_qiskit_3,3,Replace,rx,7,Survivor
vqe_indep_qiskit_3,3,Replace,rx,8,WOO
vqe_indep_qiskit_3,3,Replace,rxx,10,WOO
vqe_indep_qiskit_3,3,Replace,rxx,4,WOO
vqe_indep_qiskit_3,3,Replace,rxx,5,WOO
vqe_indep_qiskit_3,3,Replace,rxx,9,WOO
vqe_indep_qiskit_3,3,Replace,ry,11,Survivor
vqe_indep_qiskit_3,3,Replace,ry,12,Survivor
vqe_indep_qiskit_3,3,Replace,ry,13,Survivor
vqe_indep_qiskit_3,3,Replace,ry,1,WOO
vqe_indep_qiskit_3,3,Replace,ry,2,Survivor
vqe_indep_qiskit_3,3,Replace,ry,3,Survivor
vqe_indep_qiskit_3,3,Replace,ry,6,WOO
vqe_indep_qiskit_3,3,Replace,ry,7,WOO
vqe_indep_qiskit_3,3,Replace,ry,8,Survivor
vqe_indep_qiskit_3,3,Replace,rzz,10,Survivor
vqe_indep_qiskit_3,3,Replace,rzz,4,WOO
vqe_indep_qiskit_3,3,Replace,rzz,5,WOO
vqe_indep_qiskit_3,3,Replace,rzz,9,Survivor
vqe_indep_qiskit_3,3,Replace,s,11,Survivor
vqe_indep_qiskit_3,3,Replace,s,12,Survivor
vqe_indep_qiskit_3,3,Replace,s,13,Survivor
vqe_indep_qiskit_3,3,Replace,s,1,WOO
vqe_indep_qiskit_3,3,Replace,s,2,Survivor
vqe_indep_qiskit_3,3,Replace,s,3,Survivor
vqe_indep_qiskit_3,3,Replace,s,6,WOO
vqe_indep_qiskit_3,3,Replace,s,7,WOO
vqe_indep_qiskit_3,3,Replace,s,8,Survivor
vqe_indep_qiskit_3,3,Replace,sx,11,Survivor
vqe_indep_qiskit_3,3,Replace,sx,12,Survivor
vqe_indep_qiskit_3,3,Replace,sx,13,WOO
vqe_indep_qiskit_3,3,Replace,sx,1,Survivor
vqe_indep_qiskit_3,3,Replace,sx,2,WOO
vqe_indep_qiskit_3,3,Replace,sx,3,Survivor
vqe_indep_qiskit_3,3,Replace,sx,6,WOO
vqe_indep_qiskit_3,3,Replace,sx,7,WOO
vqe_indep_qiskit_3,3,Replace,sx,8,WOO
vqe_indep_qiskit_3,3,Replace,t,11,Survivor
vqe_indep_qiskit_3,3,Replace,t,12,Survivor
vqe_indep_qiskit_3,3,Replace,t,13,Survivor
vqe_indep_qiskit_3,3,Replace,t,1,WOO
vqe_indep_qiskit_3,3,Replace,t,2,Survivor
vqe_indep_qiskit_3,3,Replace,t,3,Survivor
vqe_indep_qiskit_3,3,Replace,t,6,WOO
vqe_indep_qiskit_3,3,Replace,t,7,WOO
vqe_indep_qiskit_3,3,Replace,t,8,WOO
vqe_indep_qiskit_3,3,Replace,x,12,WOO
vqe_indep_qiskit_3,3,Replace,x,13,WOO
vqe_indep_qiskit_3,3,Replace,x,1,Survivor
vqe_indep_qiskit_3,3,Replace,x,2,WOO
vqe_indep_qiskit_3,3,Replace,x,3,WOO
vqe_indep_qiskit_3,3,Replace,x,4,WOO
vqe_indep_qiskit_3,3,Replace,x,7,Survivor
vqe_indep_qiskit_3,3,Replace,x,8,WOO
vqe_indep_qiskit_3,3,Replace,x,9,WOO
vqe_indep_qiskit_3,3,Replace,y,11,WOO
vqe_indep_qiskit_3,3,Replace,y,12,WOO
vqe_indep_qiskit_3,3,Replace,y,13,WOO
vqe_indep_qiskit_3,3,Replace,y,1,Survivor
vqe_indep_qiskit_3,3,Replace,y,2,WOO
vqe_indep_qiskit_3,3,Replace,y,3,WOO
vqe_indep_qiskit_3,3,Replace,y,6,Survivor
vqe_indep_qiskit_3,3,Replace,y,7,Survivor
vqe_indep_qiskit_3,3,Replace,y,8,Survivor
vqe_indep_qiskit_3,3,Replace,z,11,Survivor
vqe_indep_qiskit_3,3,Replace,z,12,Survivor
vqe_indep_qiskit_3,3,Replace,z,13,Survivor
vqe_indep_qiskit_3,3,Replace,z,1,WOO
vqe_indep_qiskit_3,3,Replace,z,2,Survivor
vqe_indep_qiskit_3,3,Replace,z,3,Survivor
vqe_indep_qiskit_3,3,Replace,z,6,WOO
vqe_indep_qiskit_3,3,Replace,z,7,WOO
vqe_indep_qiskit_3,3,Replace,z,8,Survivor
vqe_indep_qiskit_4,4,Add,ccx,10,Survivor
vqe_indep_qiskit_4,4,Add,ccx,11,Survivor
vqe_indep_qiskit_4,4,Add,ccx,12,WOO
vqe_indep_qiskit_4,4,Add,ccx,13,Survivor
vqe_indep_qiskit_4,4,Add,ccx,14,Survivor
vqe_indep_qiskit_4,4,Add,ccx,15,Survivor
vqe_indep_qiskit_4,4,Add,ccx,16,Survivor
vqe_indep_qiskit_4,4,Add,ccx,17,Survivor
vqe_indep_qiskit_4,4,Add,ccx,18,Survivor
vqe_indep_qiskit_4,4,Add,ccx,19,Survivor
vqe_indep_qiskit_4,4,Add,ccx,1,Survivor
vqe_indep_qiskit_4,4,Add,ccx,20,Survivor
vqe_indep_qiskit_4,4,Add,ccx,21,Survivor
vqe_indep_qiskit_4,4,Add,ccx,22,Survivor
vqe_indep_qiskit_4,4,Add,ccx,2,Survivor
vqe_indep_qiskit_4,4,Add,ccx,3,Survivor
vqe_indep_qiskit_4,4,Add,ccx,4,Survivor
vqe_indep_qiskit_4,4,Add,ccx,5,Survivor
vqe_indep_qiskit_4,4,Add,ccx,6,Survivor
vqe_indep_qiskit_4,4,Add,ccx,7,Survivor
vqe_indep_qiskit_4,4,Add,ccx,8,Survivor
vqe_indep_qiskit_4,4,Add,ccx,9,Survivor
vqe_indep_qiskit_4,4,Add,cswap,10,Survivor
vqe_indep_qiskit_4,4,Add,cswap,11,Survivor
vqe_indep_qiskit_4,4,Add,cswap,12,Survivor
vqe_indep_qiskit_4,4,Add,cswap,13,Survivor
vqe_indep_qiskit_4,4,Add,cswap,14,Survivor
vqe_indep_qiskit_4,4,Add,cswap,15,WOO
vqe_indep_qiskit_4,4,Add,cswap,16,Survivor
vqe_indep_qiskit_4,4,Add,cswap,17,Survivor
vqe_indep_qiskit_4,4,Add,cswap,18,Survivor
vqe_indep_qiskit_4,4,Add,cswap,19,Survivor
vqe_indep_qiskit_4,4,Add,cswap,1,Survivor
vqe_indep_qiskit_4,4,Add,cswap,20,Survivor
vqe_indep_qiskit_4,4,Add,cswap,21,Survivor
vqe_indep_qiskit_4,4,Add,cswap,22,Survivor
vqe_indep_qiskit_4,4,Add,cswap,2,Survivor
vqe_indep_qiskit_4,4,Add,cswap,3,Survivor
vqe_indep_qiskit_4,4,Add,cswap,4,Survivor
vqe_indep_qiskit_4,4,Add,cswap,5,Survivor
vqe_indep_qiskit_4,4,Add,cswap,6,Survivor
vqe_indep_qiskit_4,4,Add,cswap,7,WOO
vqe_indep_qiskit_4,4,Add,cswap,8,Survivor
vqe_indep_qiskit_4,4,Add,cswap,9,Survivor
vqe_indep_qiskit_4,4,Add,cx,10,Survivor
vqe_indep_qiskit_4,4,Add,cx,11,Survivor
vqe_indep_qiskit_4,4,Add,cx,12,WOO
vqe_indep_qiskit_4,4,Add,cx,13,WOO
vqe_indep_qiskit_4,4,Add,cx,14,Survivor
vqe_indep_qiskit_4,4,Add,cx,15,Survivor
vqe_indep_qiskit_4,4,Add,cx,16,Survivor
vqe_indep_qiskit_4,4,Add,cx,17,WOO
