Origin_program,Qubits,Operator,Gate,Position,Killed
qwalk-v-chain_indep_qiskit_3,3,Add,cz,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,23,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,25,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,3,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,cz,5,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,6,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,cz,8,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,cz,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,15,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,16,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,17,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,18,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,19,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,1,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,20,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,21,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,22,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,23,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,24,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,25,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,26,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,2,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,h,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,id,10,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,11,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,12,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,13,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,14,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,15,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,16,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,17,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,19,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,20,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,23,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,25,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,3,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,4,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,5,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,6,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,7,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,8,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,id,9,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,10,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,p,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,p,13,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,p,15,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,16,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,17,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,19,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,20,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,23,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,25,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,3,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,p,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,p,6,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,p,8,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,p,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,15,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,16,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,17,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,18,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,19,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,1,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,20,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,21,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rx,23,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,24,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,25,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rx,2,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rx,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,11,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,12,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,14,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,15,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,16,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,17,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,18,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,19,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,1,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,20,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,22,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,23,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,24,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,25,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,26,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,2,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,4,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,5,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rxx,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,15,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,16,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,17,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,18,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,19,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,1,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,20,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,21,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,22,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,23,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,24,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,25,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,26,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,2,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,ry,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,10,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,13,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,15,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,16,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,17,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,19,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,20,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,23,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,25,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,3,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,6,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rz,8,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rz,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,11,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,12,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,14,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,15,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,16,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,17,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,19,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,20,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,23,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,25,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,4,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,5,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,7,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,rzz,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,10,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,13,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,15,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,16,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,17,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,19,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,20,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,23,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,25,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,3,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,6,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,s,8,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,s,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,11,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,12,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,14,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,15,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,16,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,17,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,19,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,20,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,22,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,23,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,24,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,25,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,26,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,2,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,4,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,5,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,7,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,swap,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,swap,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,10,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,13,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,15,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,16,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,17,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,18,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,19,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,1,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,20,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,21,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,sx,23,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,24,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,25,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,26,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,sx,2,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,3,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,4,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,5,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,6,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,7,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,8,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,sx,9,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,t,10,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,11,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,t,12,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,t,13,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,14,WOO
qwalk-v-chain_indep_qiskit_3,3,Add,t,15,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,16,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,17,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,18,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,19,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,1,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,20,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,21,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,22,Survivor
qwalk-v-chain_indep_qiskit_3,3,Add,t,23,Survivor
