Origin_program,Qubits,Operator,Gate,Position,Killed
routing_indep_qiskit_2,2,Add,y,3,WOO
routing_indep_qiskit_2,2,Add,y,4,WOO
routing_indep_qiskit_2,2,Add,y,5,WOO
routing_indep_qiskit_2,2,Add,y,6,WOO
routing_indep_qiskit_2,2,Add,y,7,WOO
routing_indep_qiskit_2,2,Add,y,8,WOO
routing_indep_qiskit_2,2,Add,y,9,WOO
routing_indep_qiskit_2,2,Add,z,10,WOO
routing_indep_qiskit_2,2,Add,z,11,Survivor
routing_indep_qiskit_2,2,Add,z,12,Survivor
routing_indep_qiskit_2,2,Add,z,13,Survivor
routing_indep_qiskit_2,2,Add,z,1,Survivor
routing_indep_qiskit_2,2,Add,z,2,Survivor
routing_indep_qiskit_2,2,Add,z,3,WOO
routing_indep_qiskit_2,2,Add,z,4,Survivor
routing_indep_qiskit_2,2,Add,z,5,WOO
routing_indep_qiskit_2,2,Add,z,6,Survivor
routing_indep_qiskit_2,2,Add,z,7,WOO
routing_indep_qiskit_2,2,Add,z,8,WOO
routing_indep_qiskit_2,2,Add,z,9,WOO
routing_indep_qiskit_2,2,Remove,ry,10,Survivor
routing_indep_qiskit_2,2,Remove,ry,11,WOO
routing_indep_qiskit_2,2,Remove,ry,1,WOO
routing_indep_qiskit_2,2,Remove,ry,2,WOO
routing_indep_qiskit_2,2,Remove,cx,3,WOO
routing_indep_qiskit_2,2,Remove,ry,4,Survivor
routing_indep_qiskit_2,2,Remove,ry,5,Survivor
routing_indep_qiskit_2,2,Remove,cx,6,WOO
routing_indep_qiskit_2,2,Remove,ry,7,Survivor
routing_indep_qiskit_2,2,Remove,ry,8,WOO
routing_indep_qiskit_2,2,Remove,cx,9,Survivor
routing_indep_qiskit_2,2,Replace,cx,3,WOO
routing_indep_qiskit_2,2,Replace,cx,6,WOO
routing_indep_qiskit_2,2,Replace,cx,9,WOO
routing_indep_qiskit_2,2,Replace,h,10,WOO
routing_indep_qiskit_2,2,Replace,h,11,WOO
routing_indep_qiskit_2,2,Replace,h,1,Survivor
routing_indep_qiskit_2,2,Replace,h,2,WOO
routing_indep_qiskit_2,2,Replace,h,4,Survivor
routing_indep_qiskit_2,2,Replace,h,5,Survivor
routing_indep_qiskit_2,2,Replace,h,7,WOO
routing_indep_qiskit_2,2,Replace,h,8,WOO
routing_indep_qiskit_2,2,Replace,id,10,Survivor
routing_indep_qiskit_2,2,Replace,id,11,WOO
routing_indep_qiskit_2,2,Replace,id,1,WOO
routing_indep_qiskit_2,2,Replace,id,2,WOO
routing_indep_qiskit_2,2,Replace,id,4,Survivor
routing_indep_qiskit_2,2,Replace,id,5,Survivor
routing_indep_qiskit_2,2,Replace,id,7,Survivor
routing_indep_qiskit_2,2,Replace,id,8,WOO
routing_indep_qiskit_2,2,Replace,p,10,Survivor
routing_indep_qiskit_2,2,Replace,p,11,WOO
routing_indep_qiskit_2,2,Replace,p,1,WOO
routing_indep_qiskit_2,2,Replace,p,2,WOO
routing_indep_qiskit_2,2,Replace,p,4,Survivor
routing_indep_qiskit_2,2,Replace,p,5,Survivor
routing_indep_qiskit_2,2,Replace,p,7,Survivor
routing_indep_qiskit_2,2,Replace,p,8,Survivor
routing_indep_qiskit_2,2,Replace,rx,10,Survivor
routing_indep_qiskit_2,2,Replace,rx,11,Survivor
routing_indep_qiskit_2,2,Replace,rx,1,Survivor
routing_indep_qiskit_2,2,Replace,rx,2,Survivor
routing_indep_qiskit_2,2,Replace,rx,4,Survivor
routing_indep_qiskit_2,2,Replace,rx,5,Survivor
routing_indep_qiskit_2,2,Replace,rx,7,Survivor
routing_indep_qiskit_2,2,Replace,rx,8,WOO
routing_indep_qiskit_2,2,Replace,rxx,3,WOO
routing_indep_qiskit_2,2,Replace,rxx,6,WOO
routing_indep_qiskit_2,2,Replace,rxx,9,Survivor
routing_indep_qiskit_2,2,Replace,ry,10,Survivor
routing_indep_qiskit_2,2,Replace,ry,11,WOO
routing_indep_qiskit_2,2,Replace,ry,1,WOO
routing_indep_qiskit_2,2,Replace,ry,2,WOO
routing_indep_qiskit_2,2,Replace,ry,4,Survivor
routing_indep_qiskit_2,2,Replace,ry,5,Survivor
routing_indep_qiskit_2,2,Replace,ry,7,Survivor
routing_indep_qiskit_2,2,Replace,ry,8,Survivor
routing_indep_qiskit_2,2,Replace,rzz,3,WOO
routing_indep_qiskit_2,2,Replace,rzz,6,WOO
routing_indep_qiskit_2,2,Replace,rzz,9,WOO
routing_indep_qiskit_2,2,Replace,s,10,Survivor
routing_indep_qiskit_2,2,Replace,s,11,WOO
routing_indep_qiskit_2,2,Replace,s,1,WOO
routing_indep_qiskit_2,2,Replace,s,2,WOO
routing_indep_qiskit_2,2,Replace,s,4,WOO
routing_indep_qiskit_2,2,Replace,s,5,Survivor
routing_indep_qiskit_2,2,Replace,s,7,WOO
routing_indep_qiskit_2,2,Replace,s,8,WOO
routing_indep_qiskit_2,2,Replace,sx,10,WOO
routing_indep_qiskit_2,2,Replace,sx,11,WOO
routing_indep_qiskit_2,2,Replace,sx,1,Survivor
routing_indep_qiskit_2,2,Replace,sx,2,Survivor
routing_indep_qiskit_2,2,Replace,sx,4,Survivor
routing_indep_qiskit_2,2,Replace,sx,5,Survivor
routing_indep_qiskit_2,2,Replace,sx,7,Survivor
routing_indep_qiskit_2,2,Replace,sx,8,WOO
routing_indep_qiskit_2,2,Replace,t,10,Survivor
routing_indep_qiskit_2,2,Replace,t,11,WOO
routing_indep_qiskit_2,2,Replace,t,1,WOO
routing_indep_qiskit_2,2,Replace,t,2,WOO
routing_indep_qiskit_2,2,Replace,t,4,Survivor
routing_indep_qiskit_2,2,Replace,t,5,Survivor
routing_indep_qiskit_2,2,Replace,t,7,Survivor
routing_indep_qiskit_2,2,Replace,t,8,WOO
routing_indep_qiskit_2,2,Replace,x,10,WOO
routing_indep_qiskit_2,2,Replace,x,11,Survivor
routing_indep_qiskit_2,2,Replace,x,1,Survivor
routing_indep_qiskit_2,2,Replace,x,2,Survivor
routing_indep_qiskit_2,2,Replace,x,3,WOO
routing_indep_qiskit_2,2,Replace,x,4,Survivor
routing_indep_qiskit_2,2,Replace,x,5,Survivor
routing_indep_qiskit_2,2,Replace,x,6,WOO
routing_indep_qiskit_2,2,Replace,x,7,WOO
routing_indep_qiskit_2,2,Replace,x,8,WOO
routing_indep_qiskit_2,2,Replace,x,9,Survivor
routing_indep_qiskit_2,2,Replace,y,10,WOO
routing_indep_qiskit_2,2,Replace,y,11,Survivor
routing_indep_qiskit_2,2,Replace,y,1,Survivor
routing_indep_qiskit_2,2,Replace,y,2,Survivor
routing_indep_qiskit_2,2,Replace,y,4,WOO
routing_indep_qiskit_2,2,Replace,y,5,WOO
routing_indep_qiskit_2,2,Replace,y,7,WOO
routing_indep_qiskit_2,2,Replace,y,8,Survivor
routing_indep_qiskit_2,2,Replace,z,10,Survivor
routing_indep_qiskit_2,2,Replace,z,11,WOO
routing_indep_qiskit_2,2,Replace,z,1,WOO
routing_indep_qiskit_2,2,Replace,z,2,WOO
routing_indep_qiskit_2,2,Replace,z,4,WOO
routing_indep_qiskit_2,2,Replace,z,5,WOO
routing_indep_qiskit_2,2,Replace,z,7,WOO
routing_indep_qiskit_2,2,Replace,z,8,WOO
routing_indep_qiskit_6,6,Add,ccx,10,Survivor
routing_indep_qiskit_6,6,Add,ccx,11,WOO
routing_indep_qiskit_6,6,Add,ccx,12,WOO
routing_indep_qiskit_6,6,Add,ccx,13,WOO
routing_indep_qiskit_6,6,Add,ccx,14,Survivor
routing_indep_qiskit_6,6,Add,ccx,15,Survivor
routing_indep_qiskit_6,6,Add,ccx,16,Survivor
routing_indep_qiskit_6,6,Add,ccx,17,Survivor
routing_indep_qiskit_6,6,Add,ccx,18,Survivor
routing_indep_qiskit_6,6,Add,ccx,19,Survivor
routing_indep_qiskit_6,6,Add,ccx,1,Survivor
routing_indep_qiskit_6,6,Add,ccx,20,Survivor
routing_indep_qiskit_6,6,Add,ccx,21,Survivor
routing_indep_qiskit_6,6,Add,ccx,22,Survivor
routing_indep_qiskit_6,6,Add,ccx,23,Survivor
routing_indep_qiskit_6,6,Add,ccx,24,Survivor
routing_indep_qiskit_6,6,Add,ccx,25,Survivor
routing_indep_qiskit_6,6,Add,ccx,26,Survivor
routing_indep_qiskit_6,6,Add,ccx,27,Survivor
routing_indep_qiskit_6,6,Add,ccx,28,Survivor
routing_indep_qiskit_6,6,Add,ccx,29,Survivor
routing_indep_qiskit_6,6,Add,ccx,2,Survivor
routing_indep_qiskit_6,6,Add,ccx,30,Survivor
routing_indep_qiskit_6,6,Add,ccx,31,Survivor
routing_indep_qiskit_6,6,Add,ccx,32,WOO
routing_indep_qiskit_6,6,Add,ccx,33,Survivor
routing_indep_qiskit_6,6,Add,ccx,34,Survivor
routing_indep_qiskit_6,6,Add,ccx,35,Survivor
routing_indep_qiskit_6,6,Add,ccx,36,WOO
routing_indep_qiskit_6,6,Add,ccx,37,Survivor
routing_indep_qiskit_6,6,Add,ccx,38,Survivor
routing_indep_qiskit_6,6,Add,ccx,39,Survivor
routing_indep_qiskit_6,6,Add,ccx,3,Survivor
routing_indep_qiskit_6,6,Add,ccx,40,WOO
routing_indep_qiskit_6,6,Add,ccx,41,Survivor
routing_indep_qiskit_6,6,Add,ccx,42,Survivor
routing_indep_qiskit_6,6,Add,ccx,43,Survivor
routing_indep_qiskit_6,6,Add,ccx,44,Survivor
routing_indep_qiskit_6,6,Add,ccx,45,Survivor
routing_indep_qiskit_6,6,Add,ccx,4,Survivor
routing_indep_qiskit_6,6,Add,ccx,5,Survivor
routing_indep_qiskit_6,6,Add,ccx,6,Survivor
routing_indep_qiskit_6,6,Add,ccx,7,Survivor
routing_indep_qiskit_6,6,Add,ccx,8,Survivor
routing_indep_qiskit_6,6,Add,ccx,9,Survivor
routing_indep_qiskit_6,6,Add,cswap,10,Survivor
routing_indep_qiskit_6,6,Add,cswap,11,Survivor
routing_indep_qiskit_6,6,Add,cswap,12,WOO
routing_indep_qiskit_6,6,Add,cswap,13,Survivor
routing_indep_qiskit_6,6,Add,cswap,14,WOO
routing_indep_qiskit_6,6,Add,cswap,15,WOO
routing_indep_qiskit_6,6,Add,cswap,16,WOO
routing_indep_qiskit_6,6,Add,cswap,17,Survivor
routing_indep_qiskit_6,6,Add,cswap,18,Survivor
routing_indep_qiskit_6,6,Add,cswap,19,Survivor
routing_indep_qiskit_6,6,Add,cswap,1,Survivor
routing_indep_qiskit_6,6,Add,cswap,20,Survivor
routing_indep_qiskit_6,6,Add,cswap,21,Survivor
routing_indep_qiskit_6,6,Add,cswap,22,Survivor
routing_indep_qiskit_6,6,Add,cswap,23,Survivor
routing_indep_qiskit_6,6,Add,cswap,24,Survivor
routing_indep_qiskit_6,6,Add,cswap,25,Survivor
routing_indep_qiskit_6,6,Add,cswap,26,Survivor
routing_indep_qiskit_6,6,Add,cswap,27,Survivor
routing_indep_qiskit_6,6,Add,cswap,28,Survivor
routing_indep_qiskit_6,6,Add,cswap,29,Survivor
routing_indep_qiskit_6,6,Add,cswap,2,Survivor
routing_indep_qiskit_6,6,Add,cswap,30,Survivor
routing_indep_qiskit_6,6,Add,cswap,31,Survivor
routing_indep_qiskit_6,6,Add,cswap,32,Survivor
routing_indep_qiskit_6,6,Add,cswap,33,Survivor
routing_indep_qiskit_6,6,Add,cswap,34,Survivor
routing_indep_qiskit_6,6,Add,cswap,35,Survivor
routing_indep_qiskit_6,6,Add,cswap,36,Survivor
routing_indep_qiskit_6,6,Add,cswap,37,Survivor
routing_indep_qiskit_6,6,Add,cswap,38,Survivor
routing_indep_qiskit_6,6,Add,cswap,39,WOO
routing_indep_qiskit_6,6,Add,cswap,3,Survivor
routing_indep_qiskit_6,6,Add,cswap,40,Survivor
routing_indep_qiskit_6,6,Add,cswap,41,WOO
routing_indep_qiskit_6,6,Add,cswap,42,Survivor
routing_indep_qiskit_6,6,Add,cswap,43,Survivor
routing_indep_qiskit_6,6,Add,cswap,44,Survivor
routing_indep_qiskit_6,6,Add,cswap,45,Survivor
routing_indep_qiskit_6,6,Add,cswap,4,Survivor
routing_indep_qiskit_6,6,Add,cswap,5,Survivor
routing_indep_qiskit_6,6,Add,cswap,6,WOO
routing_indep_qiskit_6,6,Add,cswap,7,WOO
routing_indep_qiskit_6,6,Add,cswap,8,Survivor
routing_indep_qiskit_6,6,Add,cswap,9,WOO
routing_indep_qiskit_6,6,Add,cx,10,WOO
routing_indep_qiskit_6,6,Add,cx,11,Survivor
routing_indep_qiskit_6,6,Add,cx,12,WOO
routing_indep_qiskit_6,6,Add,cx,13,WOO
routing_indep_qiskit_6,6,Add,cx,14,WOO
routing_indep_qiskit_6,6,Add,cx,15,Survivor
routing_indep_qiskit_6,6,Add,cx,16,Survivor
routing_indep_qiskit_6,6,Add,cx,17,Survivor
routing_indep_qiskit_6,6,Add,cx,18,WOO
routing_indep_qiskit_6,6,Add,cx,19,WOO
routing_indep_qiskit_6,6,Add,cx,1,Survivor
routing_indep_qiskit_6,6,Add,cx,20,Survivor
routing_indep_qiskit_6,6,Add,cx,21,WOO
routing_indep_qiskit_6,6,Add,cx,22,Survivor
routing_indep_qiskit_6,6,Add,cx,23,Survivor
routing_indep_qiskit_6,6,Add,cx,24,Survivor
routing_indep_qiskit_6,6,Add,cx,25,Survivor
routing_indep_qiskit_6,6,Add,cx,26,WOO
routing_indep_qiskit_6,6,Add,cx,27,Survivor
routing_indep_qiskit_6,6,Add,cx,28,WOO
routing_indep_qiskit_6,6,Add,cx,29,Survivor
routing_indep_qiskit_6,6,Add,cx,2,Survivor
routing_indep_qiskit_6,6,Add,cx,30,WOO
routing_indep_qiskit_6,6,Add,cx,31,WOO
routing_indep_qiskit_6,6,Add,cx,32,WOO
routing_indep_qiskit_6,6,Add,cx,33,Survivor
routing_indep_qiskit_6,6,Add,cx,34,Survivor
routing_indep_qiskit_6,6,Add,cx,35,Survivor
routing_indep_qiskit_6,6,Add,cx,36,WOO
routing_indep_qiskit_6,6,Add,cx,37,WOO
routing_indep_qiskit_6,6,Add,cx,38,WOO
routing_indep_qiskit_6,6,Add,cx,39,Survivor
routing_indep_qiskit_6,6,Add,cx,3,Survivor
routing_indep_qiskit_6,6,Add,cx,40,WOO
routing_indep_qiskit_6,6,Add,cx,41,WOO
routing_indep_qiskit_6,6,Add,cx,42,Survivor
routing_indep_qiskit_6,6,Add,cx,43,WOO
routing_indep_qiskit_6,6,Add,cx,44,Survivor
routing_indep_qiskit_6,6,Add,cx,45,WOO
routing_indep_qiskit_6,6,Add,cx,4,Survivor
routing_indep_qiskit_6,6,Add,cx,5,Survivor
routing_indep_qiskit_6,6,Add,cx,6,WOO
routing_indep_qiskit_6,6,Add,cx,7,Survivor
routing_indep_qiskit_6,6,Add,cx,8,WOO
routing_indep_qiskit_6,6,Add,cx,9,Survivor
routing_indep_qiskit_6,6,Add,cz,10,Survivor
routing_indep_qiskit_6,6,Add,cz,11,Survivor
routing_indep_qiskit_6,6,Add,cz,12,Survivor
routing_indep_qiskit_6,6,Add,cz,13,Survivor
routing_indep_qiskit_6,6,Add,cz,14,Survivor
routing_indep_qiskit_6,6,Add,cz,15,WOO
routing_indep_qiskit_6,6,Add,cz,16,Survivor
routing_indep_qiskit_6,6,Add,cz,17,WOO
routing_indep_qiskit_6,6,Add,cz,18,WOO
routing_indep_qiskit_6,6,Add,cz,19,WOO
routing_indep_qiskit_6,6,Add,cz,1,Survivor
routing_indep_qiskit_6,6,Add,cz,20,WOO
routing_indep_qiskit_6,6,Add,cz,21,WOO
routing_indep_qiskit_6,6,Add,cz,22,WOO
routing_indep_qiskit_6,6,Add,cz,23,Survivor
routing_indep_qiskit_6,6,Add,cz,24,Survivor
routing_indep_qiskit_6,6,Add,cz,25,Survivor
routing_indep_qiskit_6,6,Add,cz,26,Survivor
routing_indep_qiskit_6,6,Add,cz,27,Survivor
routing_indep_qiskit_6,6,Add,cz,28,Survivor
routing_indep_qiskit_6,6,Add,cz,29,WOO
routing_indep_qiskit_6,6,Add,cz,2,Survivor
routing_indep_qiskit_6,6,Add,cz,30,Survivor
routing_indep_qiskit_6,6,Add,cz,31,Survivor
routing_indep_qiskit_6,6,Add,cz,32,WOO
routing_indep_qiskit_6,6,Add,cz,33,Survivor
routing_indep_qiskit_6,6,Add,cz,34,WOO
routing_indep_qiskit_6,6,Add,cz,35,Survivor
routing_indep_qiskit_6,6,Add,cz,36,Survivor
routing_indep_qiskit_6,6,Add,cz,37,WOO
routing_indep_qiskit_6,6,Add,cz,38,WOO
routing_indep_qiskit_6,6,Add,cz,39,WOO
routing_indep_qiskit_6,6,Add,cz,3,Survivor
routing_indep_qiskit_6,6,Add,cz,40,Survivor
routing_indep_qiskit_6,6,Add,cz,41,Survivor
